Package Name,Benign Domains,Benign IPs,Benign Traffic,Ad Domains,Ad IPs,Ad Traffic,Tracking Domains,Tracking IPs,Tracking Traffic,HTTPS Benign Domains,HTTPS Benign IPs,HTTPS Benign Traffic,HTTPS Ad Domains,HTTPS Ad IPs,HTTPS Ad Traffic,HTTPS Tracking Domains,HTTPS Tracking IPs,HTTPS Tracking Traffic,Sum of All Traffic,Number of Ad Domains,Number of Tracking Domains,Number of Benign Domains,Tracking Percentage,Ad Percentage,Benign Percentage,Ad Traffic,HTTPS Traffic,HTTP Traffic,HTTP Percentage
io.voodoo.crowdcity.apk,"cmp.vidcoin.com,cdn.liftoff.io,impression-east.liftoff.io,ipv6.adrta.com,us01.rayjump.com,stage-a.applovin.com,build-cdn.liftoff.io",10,137007,"pdn.applovin.com,assets.applovin.com,prod-a.applovin.com,cdn.adrta.com,ads.mopub.com,setting.rayjump.com,net.rayjump.com,cdn-adn.rayjump.com,tpc.googlesyndication.com",14,90361,"adrta.com,ads.mopub.com",3,35115,"cmp.vidcoin.com,init.supersonicads.com,outcome-ssp.supersonicads.com,www.ssacdn.com.edgekey.net,impression-east.liftoff.io,cdn.liftoff.io,cx.ssacdn.com,s3-1.amazonaws.com,adserver-elasticl-d4w3p12p0d2b-1404757519.us-east-1.elb.amazonaws.com,dualstack.awseb-e-j-awsebloa-yfxnb5rgajcj-2076400972.us-west-2.elb.amazonaws.com,www.freedommobile.ca,e7100.g.akamaiedge.net,ips-invite.iperceptions.com,lookaside.facebook.com,d3htn85c6cao65.cloudfront.net,locations.freedommobile.ca,ads.connectedinteractive.com,abs.twimg.com,tps-wlb-uswest.dvgtm.akadns.net,events.iap.unity3d.com,151front-2.lb.engagecore.com,adn-tktracking-virginia-621472495.us-east-1.elb.amazonaws.com,medias.fcacanada.ca,173.194.203.188,adexp.liftoff.io,d1wflv6hqvys4x.cloudfront.net",37,3527212,"ads.mopub.com,graph.accountkit.com,cmp.vidcoin.com,rt.applovin.com,pagead.l.doubleclick.net,supersonicads-a.akamaihd.net,z.moatads.com,api-gdpr.voodoo-tech.io,stage-pdn.applovin.com,api.gameanalytics.com,rv-gateway.supersonicads.com,www.bitmoji.com,thind-prd-knob.data.ie.unity3d.com,d3r454g9v5s33k.cloudfront.net,track.tenjin.io,cdn.adrta.com,ad.doubleclick.net,googlehosted.l.googleusercontent.com,www-googletagmanager.l.google.com,platform.twitter.map.fastly.net,acuityplatform.com,ad.turn.com,td.crwdcntrl.net,stats.l.doubleclick.net,ad.crwdcntrl.net,ads.twitter.com,e.crashlytics.com,rules.quantcount.com,ads.api.vungle.com,click-haproxy.supersonicads.com,content.tapjoy.com,ws.tapjoyads.com,a884198e3c52111e7b98a029663ff8cb-362620669.us-east-1.elb.amazonaws.com,analytics.rayjump.com,net.rayjump.com,rayjump.ctg.nsatc.net,lh3.ggpht.com,gslb.demdex.net,d.agkn.com,googleads.g.doubleclick.net",65,34233660,"ads.mopub.com,graph.accountkit.com,rt.applovin.com,pagead.l.doubleclick.net,supersonicads-a.akamaihd.net,z.moatads.com,api.gameanalytics.com,adrta.com,ad.doubleclick.net,googlehosted.l.googleusercontent.com,acuityplatform.com,td.crwdcntrl.net,stats.l.doubleclick.net,ad.crwdcntrl.net,ads.twitter.com,e.crashlytics.com,ads.api.vungle.com,ws.tapjoyads.com,lh3.ggpht.com,d.agkn.com,googleads.g.doubleclick.net",36,7924316,45947671,49,23,33,17.32281708,74.70241745,7.974765467,34324021,45685188,262483,0.571265081
com.magjg.roundhit.apk,,0,0,,0,0,,0,0,"23.21.206.153,173.194.203.188",2,1108,"e.crashlytics.com,graph.accountkit.com",2,3900862,"e.crashlytics.com,graph.accountkit.com",2,3900862,7802832,2,2,2,49.99290001,49.99290001,0.014199973,3900862,7802832,0,0
com.sausageflip.game.apk,,0,0,,0,0,,0,0,"publisher-config-gcp.unityads.unity3d.com,cx.ssacdn.com,outcome-ssp.supersonicads.com,www.bitmoji.com,cdn.liftoff.io,outcome-cdn.supersonicads.com,www.ssacdn.com.edgekey.net,173.194.203.188,events.iap.unity3d.com,api.applike-services.info,tracking.applike-marketing.info",18,3860247,"d2ubx2mpeq0x2u.cloudfront.net,rt.applovin.com,pagead.l.doubleclick.net,api-gdpr.voodoo-tech.io,supersonicads-a.akamaihd.net,webview.unityads.unity3d.com,googlehosted.l.googleusercontent.com,lh3.ggpht.com,d3r454g9v5s33k.cloudfront.net,auction.unityads.unity3d.com,googleads.g.doubleclick.net,graph.accountkit.com,csi.gstatic.com,api.gameanalytics.com,thind-prd-knob.data.ie.unity3d.com,is-gateway.supersonicads.com,www.bitmoji.com,track.tenjin.io,click-haproxy.supersonicads.com,track.atom-data.io,static.hyprmx.com,choices.truste.com,cmp.vidcoin.com,photos-ugc.l.googleusercontent.com,static.ssacdn.com,s0-2mdn-net.l.google.com",40,50683784,"rt.applovin.com,pagead.l.doubleclick.net,supersonicads-a.akamaihd.net,googlehosted.l.googleusercontent.com,lh3.ggpht.com,googleads.g.doubleclick.net,graph.accountkit.com,csi.gstatic.com,api.gameanalytics.com,track.atom-data.io,photos-ugc.l.googleusercontent.com",21,4142626,58686657,26,11,11,7.058889042,86.3633858,6.577725155,50683784,58686657,0,0
com.parking.game.apk,cdn.liftoff.io,1,530,"ads.mopub.com,assets.applovin.com",2,1231,ads.mopub.com,1,984,"init.supersonicads.com,54.225.188.185,track.saygames.io,outcome-ssp.supersonicads.com,23.21.109.80,cx.ssacdn.com,www.ssacdn.com.edgekey.net,35.208.202.71,saygames.sfo2.cdn.digitaloceanspaces.com,view.adjust.com,publisher-config-gcp.unityads.unity3d.com,173.194.203.188,tracking.prd.mz.internal.unity3d.com,events.iap.unity3d.com,tr-us.adsmoloco.com,www.bitmoji.com,cdn.liftoff.io",25,7957949,"z.moatads.com,supersonicads-a.akamaihd.net,d2ubx2mpeq0x2u.cloudfront.net,api-gdpr.voodoo-tech.io,is-gateway.supersonicads.com,ecommerce.iap.unity3d.com,ads.mopub.com,rt.applovin.com,cdn.ampproject.org,play-games.googleusercontent.com,graph.accountkit.com,d3r454g9v5s33k.cloudfront.net,csi.gstatic.com,stage-pdn.applovin.com,thind-prd-knob.data.ie.unity3d.com,api.gameanalytics.com,track.tenjin.io,app.adjust.com,webview.unityads.unity3d.com,static.hyprmx.com,auction.unityads.unity3d.com,cdn-highwinds.unityads.unity3d.com,rules.quantcount.com,e.crashlytics.com,impact.applifier.com,click-haproxy.supersonicads.com,js-agent.newrelic.com,www.bitmoji.com,choices.truste.com,httpkafka.unityads.unity3d.com",49,36209328,"z.moatads.com,supersonicads-a.akamaihd.net,ads.mopub.com,rt.applovin.com,cdn.ampproject.org,play-games.googleusercontent.com,graph.accountkit.com,csi.gstatic.com,api.gameanalytics.com,app.adjust.com,e.crashlytics.com,js-agent.newrelic.com",29,8790115,52960137,32,13,18,16.59946423,68.37323514,15.02730063,36210559,52957392,2745,0.005183144
com.playgendary.kickthebuddy.apk,a2g5h7v7.ssl.hwcdn.net,1,116947,,0,0,,0,0,"game-service.playgendary.com,pool.ntp.org,api.playgendary.com,rpc-tapjoy-com-lb-1378811527.us-east-1.elb.amazonaws.com,a2g5h7v7.ssl.hwcdn.net,init.supersonicads.com,s3.eu-central-1.amazonaws.com,outcome-ssp.supersonicads.com,www.ssacdn.com.edgekey.net,173.194.203.188",11,170546190,"nagano-19599.herokussl.com,connect.tapjoy.com,track.tenjin.io,events.appsflyer.com,placements.tapjoy.com,ws.tapjoyads.com,rules.quantcount.com,ads.tapdaq.com.cdn.cloudflare.net,supersonicads-a.akamaihd.net,graph.accountkit.com,rt.applovin.com,z.moatads.com,stage-pdn.applovin.com,d2ubx2mpeq0x2u.cloudfront.net,rv-gateway.supersonicads.com,play-games.googleusercontent.com,is-gateway.supersonicads.com,t.appsflyer.com,d3r454g9v5s33k.cloudfront.net,static.ssacdn.com",77,11615360,"connect.tapjoy.com,events.appsflyer.com,ws.tapjoyads.com,supersonicads-a.akamaihd.net,graph.accountkit.com,rt.applovin.com,z.moatads.com,play-games.googleusercontent.com,t.appsflyer.com",9,5434166,187712663,20,9,11,2.89493842,6.187840402,90.91722118,11615360,187595716,116947,0.062301071
com.playgendary.tom.apk,,0,0,,0,0,,0,0,"34.232.92.167,52.219.72.4,init.supersonicads.com,52.84.50.235,outcome-ssp.supersonicads.com,events.iap.unity3d.com,173.194.203.188",7,45178,"googleads.g.doubleclick.net,thind-prd-knob.data.ie.unity3d.com,placements.tapjoy.com,ws.tapjoyads.com,ads.tapdaq.com.cdn.cloudflare.net,graph.accountkit.com,track.tenjin.io,content.tapjoy.com,rt.applovin.com,stage-pdn.applovin.com,clarium.global.ssl.fastly.net,t.appsflyer.com,lh3.ggpht.com,pagead-googlehosted.l.google.com,csi.gstatic.com",17,8810427,"googleads.g.doubleclick.net,ws.tapjoyads.com,graph.accountkit.com,rt.applovin.com,clarium.global.ssl.fastly.net,t.appsflyer.com,lh3.ggpht.com,pagead-googlehosted.l.google.com,csi.gstatic.com",10,4254903,13110508,15,9,7,32.45414289,67.20126329,0.344593817,8810427,13110508,0,0
com.snow.drift.apk,,0,0,,0,0,,0,0,"www.ssacdn.com.edgekey.net,outcome-ssp.supersonicads.com,track.saygames.io,35.208.202.71,saygames.sfo2.cdn.digitaloceanspaces.com,173.194.203.188,publisher-config-gcp.unityads.unity3d.com,tracking.prd.mz.internal.unity3d.com",16,2954138,"api-gdpr.voodoo-tech.io,cmp.vidcoin.com,account.fcacanada.ca,supersonicads-a.akamaihd.net,choices.truste.com,ecommerce.iap.unity3d.com,z.moatads.com,graph.accountkit.com,thind-prd-knob.data.ie.unity3d.com,api.gameanalytics.com,track.tenjin.io,ads.mopub.com,track.atom-data.io,pagead.l.doubleclick.net,rt.applovin.com,e.crashlytics.com,webview.unityads.unity3d.com,auction.unityads.unity3d.com,cdn-highwinds.unityads.unity3d.com,impact.applifier.com,httpkafka.unityads.unity3d.com,d1no19iy69jvfx.cloudfront.net,www.bitmoji.com,rv-gateway.supersonicads.com,click-haproxy.supersonicads.com",44,25709495,"supersonicads-a.akamaihd.net,z.moatads.com,graph.accountkit.com,api.gameanalytics.com,ads.mopub.com,track.atom-data.io,pagead.l.doubleclick.net,rt.applovin.com,e.crashlytics.com",24,4117153,32780786,25,9,8,12.55965308,78.42854958,9.011797338,25709495,32780786,0,0
com.circleball.hoppingball.apk,,0,0,,0,0,,0,0,"13.251.62.80,203.119.244.125,ext-alb-dap-ipl-prod-1958298637.us-west-2.elb.amazonaws.com,173.194.203.188,216.58.220.195,www.ssacdn.com.edgekey.net",8,34218,"thind-prd-knob.data.ie.unity3d.com,t.appsflyer.com,config.uca.cloud.unity3d.com,api.appsflyer.com,supersonicads-a.akamaihd.net,d2ubx2mpeq0x2u.cloudfront.net,pagead.l.doubleclick.net,photos-ugc.l.googleusercontent.com,ext-alb-dap-orts-prod-750990373.us-west-2.elb.amazonaws.com,rv-gateway.supersonicads.com,dcjcrk1ugfqm2.cloudfront.net,cdn.ampproject.org",12,233136,"t.appsflyer.com,supersonicads-a.akamaihd.net,pagead.l.doubleclick.net,photos-ugc.l.googleusercontent.com,cdn.ampproject.org",5,33427,300781,12,5,6,11.11340144,77.51021507,11.37638348,233136,300781,0,0
com.kiloo.subwaysurf.apk,hoodrunner.kiloo.com,1,1945,,0,0,,0,0,"13.95.170.235,173.194.203.188,hoodrunner.kiloo.com,52.174.46.206,108.161.188.128,224.0.0.22",6,14934,beap-bc.yahoo.com,1,590,beap-bc.yahoo.com,1,590,18059,1,1,7,3.267069051,3.267069051,93.4658619,590,16114,1945,10.77025306
com.playrix.homescapes.apk,,0,0,,0,0,,0,0,"msgserver.homescapes.playrix.com,gardenscapes-cdn.playrix.com.edgekey.net,init.supersonicads.com,playrix.helpshift.com,outcome-ssp.supersonicads.com,static.hyprmx.com,cds.s2m5b2y6.hwcdn.net,publisher-config-gcp.unityads.unity3d.com,township-ios.playrix.com,www.ssacdn.com.edgekey.net,cx.ssacdn.com,4699.api.swrve.com,4699.content.swrve.com,firecraft-studios.helpshift.com,173.194.203.188",19,22352493,"webview.unityads.unity3d.com,live.chartboost.com,live.hyprmx.com,supersonicads-a.akamaihd.net,d3qnr1m59zehbb.cloudfront.net,graph.accountkit.com,z.moatads.com,auction.unityads.unity3d.com,native.sharethrough.com,rv-gateway.supersonicads.com,d3r454g9v5s33k.cloudfront.net,cdn-highwinds.unityads.unity3d.com",12,3252233,"supersonicads-a.akamaihd.net,graph.accountkit.com,z.moatads.com",3,565408,26170134,12,3,15,2.160508616,12.42726919,85.41222219,3252233,26170134,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,18.2155005,44.87347083,,,,,
