Destination,Service,Src IP,Dst IP,Frame Size
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,212
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
58.215.98.35,benign,58.215.98.35,192.168.2.3,54
104.193.88.102,benign,104.193.88.102,192.168.2.3,522
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
58.215.98.35,benign,58.215.98.35,192.168.2.3,1394
58.215.98.35,benign,58.215.98.35,192.168.2.3,1394
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
58.215.98.35,benign,192.168.2.3,58.215.98.35,54
58.215.98.35,benign,58.215.98.35,192.168.2.3,1394
58.215.98.35,benign,58.215.98.35,192.168.2.3,913
58.215.98.35,benign,192.168.2.3,58.215.98.35,54
58.215.98.35,benign,58.215.98.35,192.168.2.3,1394
58.215.98.35,benign,58.215.98.35,192.168.2.3,85
58.215.98.35,benign,192.168.2.3,58.215.98.35,54
58.215.98.35,benign,192.168.2.3,58.215.98.35,66
58.215.98.35,benign,192.168.2.3,58.215.98.35,66
58.215.98.35,benign,192.168.2.3,58.215.98.35,54
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1265
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1266
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,522
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1266
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,730
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,522
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1205
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,768
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
183.232.231.93,benign,192.168.2.3,183.232.231.93,54
plgundr.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,83
plgundr.com,ads,192.168.2.3,8.8.8.8,75
monitor.applift.com,ads,192.168.2.3,8.8.8.8,75
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,75
plgundr.com,ads,192.168.2.3,8.8.8.8,76
monitor.applift.com,ads,192.168.2.3,8.8.8.8,76
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,76
plgundr.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,126
plgundr.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,83
plgundr.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,126
208.67.222.222,benign,192.168.2.3,208.67.222.222,83
plgundr.com,ads,8.8.8.8,192.168.2.3,124
monitor.applift.com,ads,8.8.8.8,192.168.2.3,124
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,124
208.67.222.222,benign,208.67.222.222,192.168.2.3,126
plgundr.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,ads,192.168.2.3,8.8.8.8,83
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,83
183.232.231.93,benign,192.168.2.3,183.232.231.93,1506
183.232.231.93,benign,192.168.2.3,183.232.231.93,203
plgundr.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,ads,8.8.8.8,192.168.2.3,126
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,126
208.67.222.222,benign,192.168.2.3,208.67.222.222,83
208.67.222.222,benign,208.67.222.222,192.168.2.3,126
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,74
srsf.com,tracking,192.168.2.3,104.193.88.77,74
104.193.88.123,benign,192.168.2.3,104.193.88.123,1514
104.193.88.123,benign,192.168.2.3,104.193.88.123,324
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,74
srsf.com,tracking,104.193.88.77,192.168.2.3,74
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,1514
srsf.com,tracking,192.168.2.3,104.193.88.77,1514
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,113
srsf.com,tracking,192.168.2.3,104.193.88.77,113
plgundr.com,ads,192.168.2.3,8.8.8.8,72
monitor.applift.com,ads,192.168.2.3,8.8.8.8,72
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,72
104.193.88.123,benign,104.193.88.123,192.168.2.3,66
104.193.88.123,benign,104.193.88.123,192.168.2.3,66
plgundr.com,ads,192.168.2.3,8.8.8.8,77
monitor.applift.com,ads,192.168.2.3,8.8.8.8,77
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,77
plgundr.com,ads,8.8.8.8,192.168.2.3,117
monitor.applift.com,ads,8.8.8.8,192.168.2.3,117
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,117
plgundr.com,ads,8.8.8.8,192.168.2.3,124
monitor.applift.com,ads,8.8.8.8,192.168.2.3,124
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,124
113.113.73.48,benign,192.168.2.3,113.113.73.48,74
113.113.73.31,benign,192.168.2.3,113.113.73.31,74
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
plgundr.com,ads,192.168.2.3,8.8.8.8,81
monitor.applift.com,ads,192.168.2.3,8.8.8.8,81
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,81
plgundr.com,ads,8.8.8.8,192.168.2.3,173
monitor.applift.com,ads,8.8.8.8,192.168.2.3,173
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,173
183.232.231.93,benign,183.232.231.93,192.168.2.3,54
183.232.231.93,benign,183.232.231.93,192.168.2.3,54
183.232.231.93,benign,183.232.231.93,192.168.2.3,287
183.232.231.93,benign,192.168.2.3,183.232.231.93,54
113.113.73.31,benign,113.113.73.31,192.168.2.3,66
113.113.73.31,benign,192.168.2.3,113.113.73.31,54
113.113.73.31,benign,192.168.2.3,113.113.73.31,661
113.113.73.48,benign,113.113.73.48,192.168.2.3,66
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,192.168.2.3,113.113.73.48,1369
104.193.88.123,benign,104.193.88.123,192.168.2.3,1514
104.193.88.123,benign,104.193.88.123,192.168.2.3,749
104.193.88.123,benign,104.193.88.123,192.168.2.3,81
104.193.88.123,benign,104.193.88.123,192.168.2.3,71
104.193.88.123,benign,192.168.2.3,104.193.88.123,66
104.193.88.123,benign,192.168.2.3,104.193.88.123,66
104.193.88.123,benign,192.168.2.3,104.193.88.123,66
104.193.88.123,benign,192.168.2.3,104.193.88.123,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,308
srsf.com,tracking,104.193.88.77,192.168.2.3,308
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
183.232.231.93,benign,183.232.231.93,192.168.2.3,287
183.232.231.93,benign,192.168.2.3,183.232.231.93,66
plgundr.com,ads,192.168.2.3,8.8.8.8,79
monitor.applift.com,ads,192.168.2.3,8.8.8.8,79
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,79
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,1458
srsf.com,tracking,192.168.2.3,104.193.88.77,1458
113.113.73.48,benign,113.113.73.48,192.168.2.3,66
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.31,benign,113.113.73.31,192.168.2.3,66
113.113.73.31,benign,192.168.2.3,113.113.73.31,54
113.113.73.31,benign,113.113.73.31,192.168.2.3,54
113.113.73.31,benign,113.113.73.31,192.168.2.3,758
plgundr.com,ads,8.8.8.8,192.168.2.3,159
monitor.applift.com,ads,8.8.8.8,192.168.2.3,159
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,159
113.113.73.31,benign,192.168.2.3,113.113.73.31,54
104.193.88.102,benign,192.168.2.3,104.193.88.102,74
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,74
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,74
srsf.com,tracking,192.168.2.3,104.193.88.77,74
113.113.73.48,benign,113.113.73.48,192.168.2.3,54
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,113.113.73.48,192.168.2.3,1114
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,192.168.2.3,113.113.73.48,54
113.113.73.48,benign,192.168.2.3,113.113.73.48,66
113.113.73.48,benign,113.113.73.48,192.168.2.3,1394
113.113.73.48,benign,192.168.2.3,113.113.73.48,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,74
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,734
104.193.88.102,benign,104.193.88.102,192.168.2.3,74
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,667
plgundr.com,ads,8.8.8.8,192.168.2.3,128
monitor.applift.com,ads,8.8.8.8,192.168.2.3,128
monitor.applift.com,tracking,8.8.8.8,192.168.2.3,128
103.235.46.58,benign,192.168.2.3,103.235.46.58,74
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,74
srsf.com,tracking,104.193.88.77,192.168.2.3,74
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,583
srsf.com,tracking,192.168.2.3,104.193.88.77,583
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,336
srsf.com,tracking,104.193.88.77,192.168.2.3,336
103.235.46.58,benign,192.168.2.3,103.235.46.58,74
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,733
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,162
srsf.com,tracking,104.193.88.77,192.168.2.3,162
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,72
srsf.com,tracking,104.193.88.77,192.168.2.3,72
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,111
srsf.com,tracking,104.193.88.77,192.168.2.3,111
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,117
srsf.com,tracking,192.168.2.3,104.193.88.77,117
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,1431
srsf.com,tracking,192.168.2.3,104.193.88.77,1431
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,66
srsf.com,tracking,104.193.88.77,192.168.2.3,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,74
208.67.222.222,benign,192.168.2.3,208.67.222.222,76
plgundr.com,ads,192.168.2.3,8.8.8.8,72
monitor.applift.com,ads,192.168.2.3,8.8.8.8,72
monitor.applift.com,tracking,192.168.2.3,8.8.8.8,72
104.193.88.102,benign,192.168.2.3,104.193.88.102,74
104.193.88.102,benign,104.193.88.102,192.168.2.3,74
103.235.46.58,benign,103.235.46.58,192.168.2.3,74
103.235.46.58,benign,192.168.2.3,103.235.46.58,54
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,583
103.235.46.58,benign,192.168.2.3,103.235.46.58,1299
104.193.88.102,benign,104.193.88.102,192.168.2.3,74
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,583
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1069
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
103.235.46.58,benign,103.235.46.58,192.168.2.3,74
104.193.88.102,benign,192.168.2.3,104.193.88.102,151
104.193.88.102,benign,104.193.88.102,192.168.2.3,633
103.235.46.58,benign,192.168.2.3,103.235.46.58,54
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,151
104.193.88.102,benign,192.168.2.3,104.193.88.102,340
104.193.88.102,benign,192.168.2.3,104.193.88.102,133
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1069
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,151
www.a.shifen.com,ads,104.193.88.77,192.168.2.3,328
srsf.com,tracking,104.193.88.77,192.168.2.3,328
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,316
104.193.88.102,benign,104.193.88.102,192.168.2.3,127
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,96
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,96
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1367
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,169
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,316
104.193.88.102,benign,104.193.88.102,192.168.2.3,127
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
www.a.shifen.com,ads,192.168.2.3,104.193.88.77,66
srsf.com,tracking,192.168.2.3,104.193.88.77,66
208.67.222.222,benign,208.67.222.222,192.168.2.3,138
123.125.115.82,benign,192.168.2.3,123.125.115.82,74
104.193.88.102,benign,104.193.88.102,192.168.2.3,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
104.193.88.102,benign,192.168.2.3,104.193.88.102,66
103.235.46.58,benign,103.235.46.58,192.168.2.3,54
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
104.193.88.102,benign,104.193.88.102,192.168.2.3,1514
