App,IP,Service,Connections,Traffic Size,,,App,IP,,,,,,,# of apps connected,# of unique IPS,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.193.67,benign,9,601,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.193.67,7,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.193.67,benign,9,625,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.193.67,7,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.193.67,benign,16,1511,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.67,7,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.67,benign,41,19998,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.67,7,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.68,benign,13,6739,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.193.68,3,,,,,,,,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.193.68,benign,59,54496,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.68,3,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.68,benign,86,19945,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.68,3,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.70,benign,37,19306,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.70,1,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.72,benign,134,100012,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.72,1,,,,,,,,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,216.58.193.74,benign,4,271,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.193.74,benign,6,403,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.74,benign,6,403,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.193.74,benign,7,481,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.193.74,benign,8,523,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.193.74,benign,17,3722,,,../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.193.74,benign,19,7857,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.74,benign,38,9278,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.193.74,benign,41,7656,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.74,benign,48,12362,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.193.74,benign,51,16239,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.193.74,benign,55,13551,,,../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.193.74,benign,68,28081,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.193.74,benign,177,79791,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.193.74,benign,194,161767,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.74,benign,236,126664,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.193.74,benign,332,270033,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.193.74,benign,463,343200,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.193.74,benign,685,601715,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.74,19,,,,,,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.193.78,benign,1,66,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.193.78,benign,4,271,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,216.58.193.78,benign,6,403,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.193.78,benign,6,403,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.matchington.mansion.apk.pcap,216.58.193.78,benign,11,745,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.193.78,benign,26,7579,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,216.58.193.78,benign,27,4344,,,../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.193.78,benign,34,14377,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.78,benign,35,8424,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.193.78,benign,36,8487,,,../pcaps/Android9.0/com.matchington.mansion.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.193.78,benign,41,15213,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.193.78,benign,50,23672,,,../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.193.78,benign,50,26409,,,../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.78,benign,58,28386,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.193.78,benign,109,39385,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.193.78,benign,227,114799,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.78,benign,780,633971,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.193.78,benign,1461,665634,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.78,benign,1477,673958,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.193.78,benign,2916,2502905,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.193.78,benign,20159,16777958,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.193.78,21,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.194.163,benign,63,11431,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.194.163,1,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.196.163,benign,1479,281529,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.196.163,1,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.212.3,benign,26,8175,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.212.3,2,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.212.3,benign,287,49451,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.212.3,2,,,,,,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,216.58.217.33,benign,17,5287,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.33,benign,28,7387,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.33,benign,30,7255,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.33,benign,59,20910,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,216.58.217.33,benign,98,58785,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.217.33,benign,152,134481,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,216.58.217.33,benign,179,81277,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.33,benign,406,282705,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.33,8,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.34,benign,1,66,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.217.34,benign,21,5471,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.34,benign,30,7054,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.217.34,benign,41,12188,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.34,benign,138,36612,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.34,benign,149,38069,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.34,benign,205,32185,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.217.34,benign,373,226471,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.217.34,benign,378,281591,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.34,benign,408,173747,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.34,10,,,,,,,,,
../pcaps/Android9.0/com.matchington.mansion.apk.pcap,216.58.217.35,benign,6,403,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.35,3,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.35,benign,7,481,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.35,3,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.35,benign,40,12033,,,../pcaps/Android9.0/com.matchington.mansion.apk.pcap,216.58.217.35,3,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.36,benign,6,403,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.36,2,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.36,benign,145,33232,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.36,2,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.40,benign,18,5308,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.40,2,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.40,benign,57,32521,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.40,2,,,,,,,,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,216.58.217.42,benign,6,403,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.217.42,benign,6,403,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.42,benign,6,403,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playrix.township.apk.pcap,216.58.217.42,benign,6,512,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.217.42,benign,8,523,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.217.42,benign,12,806,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.42,benign,16,5890,,,../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.217.42,benign,18,6549,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.42,benign,19,4046,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,216.58.217.42,benign,19,5668,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.217.42,benign,21,3835,,,../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,216.58.217.42,benign,25,5274,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.217.42,benign,25,7675,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.217.42,benign,30,9353,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.217.42,benign,49,19757,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.217.42,benign,51,12906,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.217.42,benign,58,17178,,,../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.42,benign,59,29163,,,../pcaps/Android9.0/com.playrix.township.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.42,benign,68,26569,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,216.58.217.42,benign,111,41300,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,216.58.217.42,benign,176,94412,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.42,benign,221,168634,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,216.58.217.42,benign,349,184838,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.42,23,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.46,benign,9,601,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,216.58.217.46,benign,15,3706,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.217.46,benign,21,3677,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.217.46,benign,25,4478,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,216.58.217.46,benign,25,6085,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.46,benign,28,4207,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.46,benign,40,14505,,,../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,216.58.217.46,benign,47,18252,,,../pcaps/Android9.0/com.parking.game.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,216.58.217.46,benign,86,31625,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,216.58.217.46,benign,88,38504,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,216.58.217.46,benign,218,90976,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,216.58.217.46,benign,640,566870,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.46,benign,3262,2813822,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,216.58.217.46,13,,,,,,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.217.51,benign,50,20141,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,216.58.217.51,1,,,,,,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,216.58.220.195,benign,39,5863,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,216.58.220.195,1,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,224.0.0.22,benign,4,216,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,224.0.0.22,3,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,224.0.0.22,benign,4,216,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,224.0.0.22,3,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.22,benign,4,216,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.22,3,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,224.0.0.251,benign,4,280,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,224.0.0.251,benign,4,280,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,224.0.0.251,benign,4,280,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,224.0.0.251,benign,4,280,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,224.0.0.251,benign,4,280,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,224.0.0.251,benign,4,412,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,224.0.0.251,benign,5,515,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.251,benign,9,795,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,224.0.0.251,8,,,,,,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,224.0.0.252,benign,2,128,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,224.0.0.252,5,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,224.0.0.252,benign,2,128,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,224.0.0.252,5,,,,,,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.252,benign,2,128,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,224.0.0.252,5,,,,,,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,224.0.0.252,benign,2,128,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,224.0.0.252,5,,,,,,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,224.0.0.252,benign,2,128,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,224.0.0.252,5,,,,,,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,23.111.9.35,tracking,45,22324,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,23.111.9.35,2,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,23.111.9.35,tracking,260,208222,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,23.111.9.35,2,,,,,,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,23.21.109.80,benign,9,620,,,../pcaps/Android9.0/com.parking.game.apk.pcap,23.21.109.80,1,,,,,,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,23.21.127.44,benign,30,10023,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,23.21.127.44,1,,,,,,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,23.21.149.230,benign,30,10063,,,../pcaps/Android9.0/com.parking.game.apk.pcap,23.21.149.230,1,,,,,,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,23.21.161.88,benign,32,9827,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,23.21.161.88,1,,,,,,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,23.21.179.102,benign,26,9501,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,23.21.179.102,1,,,,,,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,23.21.184.118,benign,8,554,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,23.21.184.118,1,,,,,,,,,
../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,23.21.185.121,benign,36,12566,,,../pcaps/Android9.0/com.word.game.fun.puzzle.prison.escape.captain.apk.pcap,23.21.185.121,1,,,,,,,,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,23.21.188.196,benign,30,9804,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,23.21.188.196,1,,,,,,,,,
