App,IP,Service,Connections,Traffic Size,,,App,IP,,,,,,,# of apps connected,# of unique IPS,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.14.238,benign,51,19570,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,172.217.14.238,22,,,,54.225.207.165,1,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.14.238,benign,59,26910,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.14.238,22,,,,54.225.210.57,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.14.238,benign,86,31857,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.14.238,22,,,,54.225.220.150,1,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.14.238,benign,91,20601,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.14.238,22,,,,54.225.224.135,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.14.238,benign,150,75175,,,../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.14.238,22,,,,54.225.246.186,1,,,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.14.238,benign,184,124894,,,../pcaps/Android9.0/com.playrix.township.apk.pcap,172.217.14.238,22,,,,54.229.238.160,1,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.14.238,benign,196,181145,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,172.217.14.238,22,,,,54.235.136.181,1,,,,
../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,172.217.14.238,benign,207,87611,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.14.238,22,,,,54.235.138.187,1,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.14.238,benign,274,192581,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.14.238,22,,,,54.235.141.101,1,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.14.238,benign,555,127958,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.14.238,22,,,,54.235.161.251,1,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.14.238,benign,1465,673697,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.14.238,22,,,,54.235.167.219,1,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.14.238,benign,2218,1853424,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.14.238,22,,,,54.235.92.175,1,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.14.240,benign,33,8051,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.14.240,1,,,,54.236.211.170,1,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.14.243,benign,92,38597,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.14.243,1,,,,54.241.137.80,1,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.14.246,benign,32,14273,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.14.246,1,,,,54.241.175.54,1,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.16.131,benign,308,56413,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.16.131,1,,,,54.241.244.69,1,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.17.227,benign,48,11384,,,../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.17.227,1,,,,54.243.102.245,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.18.227,benign,38,9520,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.18.227,1,,,,54.243.112.173,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.212.120,benign,57,12471,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.212.120,1,,,,54.243.168.81,1,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.161,benign,8,678,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.161,3,,,,54.243.186.38,1,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.161,benign,69,46243,,,../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.3.161,3,,,,54.243.197.91,1,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.3.161,benign,154,104891,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.161,3,,,,54.243.202.220,1,,,,
../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,172.217.3.162,benign,4,271,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.162,14,,,,54.243.208.65,1,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.162,benign,6,403,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.162,14,,,,54.243.212.106,1,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.162,benign,27,7569,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.162,14,,,,54.243.250.189,1,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.162,benign,35,8212,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.162,14,,,,54.243.44.159,1,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.162,benign,41,10834,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.162,14,,,,54.243.47.215,1,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.162,benign,68,11757,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.162,14,,,,54.243.51.37,1,,,,
../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.3.162,benign,126,28688,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.162,14,,,,54.243.52.241,1,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.162,benign,146,112458,,,../pcaps/Android9.0/com.ohbibi.fps.apk.pcap,172.217.3.162,14,,,,54.243.58.91,1,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,172.217.3.162,benign,331,215609,,,../pcaps/Android9.0/com.parking.game.apk.pcap,172.217.3.162,14,,,,54.243.67.217,1,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.162,benign,594,366265,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,172.217.3.162,14,,,,54.243.72.41,1,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.162,benign,960,355160,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.162,14,,,,54.243.84.29,1,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.162,benign,2379,1612320,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.162,14,,,,54.246.181.10,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.162,benign,3570,2274177,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.162,14,,,,54.246.206.38,1,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.162,benign,4177,1641423,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.162,14,,,,54.68.74.107,1,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.163,benign,6,403,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.163,11,,,,54.72.19.244,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.163,benign,7,481,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.163,11,,,,54.72.221.151,1,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,172.217.3.163,benign,7,481,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.163,11,,,,54.76.11.193,1,,,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.163,benign,8,547,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.163,11,,,,54.76.110.35,1,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.163,benign,12,1647,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.163,11,,,,54.76.183.179,1,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.163,benign,14,1767,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.163,11,,,,54.76.249.8,1,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.163,benign,27,3819,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.163,11,,,,54.76.87.64,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.163,benign,38,17091,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.163,11,,,,54.77.110.28,1,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.163,benign,53,23755,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,172.217.3.163,11,,,,54.77.41.147,1,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.163,benign,64,32744,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.163,11,,,,54.77.63.160,1,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.163,benign,113,24096,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.163,11,,,,54.93.133.71,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.164,benign,13,6824,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.164,7,,,,63.251.109.133,1,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.164,benign,15,6192,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.164,7,,,,63.251.109.135,1,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.164,benign,19,10351,,,../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.164,7,,,,63.251.109.86,1,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.164,benign,19,10451,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.164,7,,,,63.35.61.25,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.164,benign,20,10447,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.164,7,,,,70.32.80.158,1,,,,
../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.164,benign,21,10907,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.164,7,,,,72.21.91.66,1,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.164,benign,54,41289,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.164,7,,,,74.119.117.137,1,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.166,benign,173,118871,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.166,3,,,,74.125.128.120,1,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.166,benign,260,186736,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.166,3,,,,74.125.129.120,1,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.166,benign,513,370999,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.166,3,,,,74.125.195.155,1,,,,
../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.170,benign,6,403,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.170,16,,,,74.125.198.94,1,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.170,benign,6,512,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.170,16,,,,74.125.20.156,1,,,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.3.170,benign,8,523,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.170,16,,,,74.6.160.73,1,,,,
../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.170,benign,9,601,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.170,16,,,,8.250.217.252,1,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.170,benign,9,601,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.170,16,,,,8.250.231.252,1,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.170,benign,12,806,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.170,16,,,,8.252.110.126,1,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.170,benign,13,884,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.170,16,,,,8.252.195.252,1,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.170,benign,13,3484,,,../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.170,16,,,,8.252.96.254,1,,,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.170,benign,19,6633,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.170,16,,,,8.253.151.249,1,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.170,benign,22,7640,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.170,16,,,,8.253.231.250,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.170,benign,26,7766,,,../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.170,16,,,,92.223.103.75,1,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.170,benign,30,6513,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.170,16,,,,92.223.82.18,1,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.170,benign,63,19116,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.170,16,,,,92.38.154.8,1,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.170,benign,67,17231,,,../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.3.170,16,,,,92.38.183.6,1,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.170,benign,192,159388,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.170,16,,,,98.136.103.27,1,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.170,benign,338,202584,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.170,16,,,,99.84.74.102,1,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.174,benign,6,403,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.174,14,,,,99.84.74.122,1,,,,
../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,172.217.3.174,benign,7,481,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.174,14,,,,99.84.74.25,1,,,,
../pcaps/Android9.0/com.playrix.township.apk.pcap,172.217.3.174,benign,14,5944,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.174,14,,,,99.84.74.77,1,,,,
../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.174,benign,17,8545,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.174,14,,,,99.84.74.84,1,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.174,benign,23,7238,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.174,14,,,,104.16.205.165,2,cloudflare,tracking,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.174,benign,25,7187,,,../pcaps/Android9.0/com.kiloo.subwaysurf.apk.pcap,172.217.3.174,14,,,,104.19.197.151,2,cloudflare,tracking,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.174,benign,27,4070,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.174,14,,,,104.20.1.59,2,cloudflare,ads,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.174,benign,34,7702,,,../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.174,14,,,,13.32.252.11,2,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.174,benign,36,4807,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.174,14,,,,13.32.252.155,2,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.174,benign,87,33743,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.174,14,,,,13.32.252.172,2,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.174,benign,244,125029,,,../pcaps/Android9.0/com.playrix.township.apk.pcap,172.217.3.174,14,,,,13.32.252.3,2,,,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.174,benign,564,441882,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.174,14,,,,13.32.252.33,2,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.174,benign,647,576407,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.174,14,,,,13.32.252.46,2,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.174,benign,1568,1443344,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.174,14,,,,13.32.252.48,2,,,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,172.217.3.180,benign,36,8082,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,172.217.3.180,1,,,,13.32.252.54,2,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.193,benign,18,6422,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.193,7,,,,13.32.252.82,2,,,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.193,benign,38,12520,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.193,7,,,,13.32.252.86,2,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.193,benign,45,28317,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.193,7,,,,130.211.33.175,2,google,ads,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.193,benign,54,25405,,,../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.193,7,,,,151.101.52.157,2,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.193,benign,71,54923,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.193,7,,,,151.101.54.110,2,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.193,benign,169,109735,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.193,7,,,,172.217.12.163,2,,,,
../pcaps/Android9.0/com.playgendary.tom.apk.pcap,172.217.3.193,benign,187,114828,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.193,7,,,,172.217.14.196,2,,,,
../pcaps/Android9.0/com.roblox.client.apk.pcap,172.217.3.194,benign,13,8187,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.194,7,,,,172.217.3.196,2,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.194,benign,20,6186,,,../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.194,7,,,,172.217.3.200,2,,,,
../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.194,benign,60,15832,,,../pcaps/Android9.0/com.h8games.helixjump.apk.pcap,172.217.3.194,7,,,,172.217.3.214,2,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.194,benign,243,87707,,,../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.194,7,,,,18.204.179.254,2,amazon,ads,,
../pcaps/Android9.0/com.fullfat.bw.apk.pcap,172.217.3.194,benign,338,92610,,,../pcaps/Android9.0/com.roblox.client.apk.pcap,172.217.3.194,7,,,,18.211.209.217,2,,,,
../pcaps/Android9.0/com.mindy.grap1.apk.pcap,172.217.3.194,benign,456,113082,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.194,7,,,,216.58.212.3,2,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.194,benign,1126,363041,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.194,7,,,,216.58.217.36,2,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.3.195,benign,6,664,,,../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.195,7,,,,216.58.217.40,2,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.195,benign,7,481,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.195,7,,,,23.111.9.35,2,nobis,tracking,,
../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,172.217.3.195,benign,8,523,,,../pcaps/Android9.0/com.peoplefun.wordcross.apk.pcap,172.217.3.195,7,,,,23.21.247.198,2,,,,
../pcaps/Android9.0/com.love.poly.puzzle.game.apk.pcap,172.217.3.195,benign,9,601,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.3.195,7,,,,23.6.248.177,2,,,,
../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.195,benign,15,1869,,,../pcaps/Android9.0/com.sausageflip.game.apk.pcap,172.217.3.195,7,,,,24.244.3.26,2,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.195,benign,30,6554,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.195,7,,,,24.244.4.13,2,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.195,benign,158,38025,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.195,7,,,,24.244.4.14,2,,,,
../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.196,benign,15,6686,,,../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.196,2,,,,24.244.4.46,2,,,,
../pcaps/Android9.0/com.halfbrick.fruitninjafree.apk.pcap,172.217.3.196,benign,42,35569,,,../pcaps/Android9.0/com.matchington.mansion.apk.pcap,172.217.3.196,2,,,,24.244.4.47,2,,,,
../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.3.197,benign,23,7148,,,../pcaps/Android9.0/com.playrix.gardenscapes.apk.pcap,172.217.3.197,1,,,,3.17.125.142,2,,,,
../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.198,benign,38,15874,,,../pcaps/Android9.0/io.voodoo.holeio.apk.pcap,172.217.3.198,1,,,,34.192.154.59,2,amazon,ads,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.200,benign,6,471,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.200,2,,,,34.192.55.27,2,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.200,benign,106,77115,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.200,2,,,,34.227.126.240,2,,,,
../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.202,benign,6,403,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.202,14,,,,35.169.66.140,2,,,,
../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.202,benign,6,427,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.202,14,,,,35.174.20.142,2,,,,
../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.202,benign,13,7733,,,../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.202,14,,,,35.175.18.229,2,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.202,benign,15,1004,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.202,14,,,,35.188.181.148,2,,,,
../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.202,benign,19,5691,,,../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.202,14,,,,35.208.202.71,2,,,,
../pcaps/Android9.0/com.circleball.hoppingball.apk.pcap,172.217.3.202,benign,19,5999,,,../pcaps/Android9.0/com.magjg.roundhit.apk.pcap,172.217.3.202,14,,,,35.222.29.115,2,,,,
../pcaps/Android9.0/com.luckyday.app.apk.pcap,172.217.3.202,benign,19,6863,,,../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,172.217.3.202,14,,,,35.222.35.1,2,,,,
../pcaps/Android9.0/com.playrix.township.apk.pcap,172.217.3.202,benign,35,11654,,,../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.202,14,,,,35.224.158.161,2,,,,
../pcaps/Android9.0/com.playgendary.tanks.apk.pcap,172.217.3.202,benign,38,15201,,,../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.3.202,14,,,,35.225.184.95,2,,,,
../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.202,benign,51,12411,,,../pcaps/Android9.0/com.playrix.township.apk.pcap,172.217.3.202,14,,,,35.227.252.169,2,google,ads/tracking,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.3.202,benign,64,21184,,,../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.202,14,,,,35.241.2.140,2,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,172.217.3.202,benign,109,36117,,,../pcaps/Android9.0/com.youmusic.magictiles.apk.pcap,172.217.3.202,14,,,,35.244.172.51,2,,,,
../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.202,benign,193,161916,,,../pcaps/Android9.0/io.voodoo.crowdcity.apk.pcap,172.217.3.202,14,,,,35.244.205.3,2,google,ads,,
../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.202,benign,246,195829,,,../pcaps/Android9.0/io.voodoo.paper2.apk.pcap,172.217.3.202,14,,,,38.71.5.102,2,,,,
../pcaps/Android9.0/com.playgendary.kickthebuddy.apk.pcap,172.217.3.206,benign,5,361,,,../pcaps/Android9.0/com.amanotes.beathopper.apk.pcap,172.217.3.206,10,,,,45.60.132.51,2,,,,
../pcaps/Android9.0/com.snow.drift.apk.pcap,172.217.3.206,benign,6,403,,,../pcaps/Android9.0/com.candywriter.bitlife.apk.pcap,172.217.3.206,10,,,,50.17.220.93,2,,,,
../pcaps/Android9.0/com.playrix.homescapes.apk.pcap,172.217.3.206,benign,10,667,,,../pcaps/Android9.0/com.colorup.game.apk.pcap,172.217.3.206,10,,,,50.18.32.157,2,amazon,ads,,
